frame_index,hand_index,fingertip_id,x,y
0,0,4,610.8358782529831,236.73512041568756
0,0,8,681.8897804617882,110.49610376358032
0,0,12,707.9013049602509,89.94450271129608
0,0,16,747.3151966929436,98.86362999677658
0,0,20,786.9678372144699,133.07707160711288
0,1,4,501.13905787467957,266.600039601326
0,1,8,467.8681546449661,176.9180804491043
0,1,12,437.80450478196144,161.07254922389984
0,1,16,398.94630029797554,170.5407440662384
0,1,20,354.7079721093178,202.9800295829773
1,0,4,612.1236950159073,237.4291032552719
1,0,8,682.1495395898819,110.46920269727707
1,0,12,704.6590808033943,90.97883254289627
1,0,16,744.157626926899,98.42471182346344
1,0,20,785.4211530089378,134.40306782722473
1,1,4,503.696913421154,267.0374870300293
1,1,8,467.17297434806824,177.58398354053497
1,1,12,437.4641038477421,161.93380057811737
1,1,16,397.46236845850945,168.6445266008377
1,1,20,352.1453794836998,202.02999114990234
2,0,4,611.2406477332115,238.34643065929413
2,0,8,682.769093811512,111.89915239810944
2,0,12,704.4858151674271,91.74479842185974
2,0,16,743.2386893033981,98.3804538846016
2,0,20,785.2900195121765,133.94876420497894
2,1,4,505.6894960999489,267.4100339412689
2,1,8,466.21335357427597,177.35143899917603
2,1,12,437.87021085619926,161.4359900355339
2,1,16,397.35372215509415,168.67514103651047
2,1,20,351.91802754998207,203.05734276771545
3,0,4,610.9388679265976,238.24740052223206
3,0,8,682.3158946633339,110.60797423124313
3,0,12,704.2412146925926,91.15711599588394
3,0,16,743.3494812250137,97.76507765054703
3,0,20,784.9746972322464,134.1977372765541
3,1,4,507.31241941452026,267.6330238580704
3,1,8,466.37059673666954,176.74678564071655
3,1,12,438.1134459376335,160.84607541561127
3,1,16,397.3497374355793,167.35385954380035
3,1,20,351.5589290857315,203.16592752933502
4,0,4,611.020011305809,238.01754713058472
4,0,8,682.601066827774,110.94563007354736
4,0,12,704.3358448147774,91.53389781713486
4,0,16,743.3430165052414,98.23178350925446
4,0,20,784.941426217556,134.2346414923668
4,1,4,507.2287681698799,267.8421825170517
4,1,8,466.5489895641804,177.20275819301605
4,1,12,437.16009482741356,161.0583320260048
4,1,16,396.4857220649719,168.67973059415817
4,1,20,350.8114458620548,204.1073501110077
5,0,4,610.8860912919044,238.3167862892151
5,0,8,682.497074007988,110.49968153238297
5,0,12,704.5331859588623,90.56779593229294
5,0,16,743.2982093095779,97.39232212305069
5,0,20,785.0518837571144,134.2054769396782
5,1,4,508.6928600072861,268.49291920661926
5,1,8,466.62606462836266,178.38598787784576
5,1,12,437.5509874522686,161.27987205982208
5,1,16,396.6576501727104,168.38985830545425
5,1,20,350.8019995689392,203.4166842699051
6,0,4,609.458447098732,238.917538523674
6,0,8,682.9886156320572,110.45972108840942
6,0,12,704.6655455231667,90.60175865888596
6,0,16,743.1261697411537,97.27422446012497
6,0,20,785.3027260303497,135.10118126869202
6,1,4,510.85369259119034,269.8762118816376
6,1,8,467.03749388456345,179.33527529239655
6,1,12,437.7809029817581,162.00188249349594
6,1,16,398.1411361694336,170.1286017894745
6,1,20,350.7573874294758,204.80665266513824
7,0,4,609.2625549435616,239.06238079071045
7,0,8,682.7966246008873,110.63965260982513
7,0,12,704.5246034860611,90.8692255616188
7,0,16,743.1310740113258,97.33426421880722
7,0,20,785.2903538942337,134.33716595172882
7,1,4,514.0508309006691,271.30700647830963
7,1,8,466.26883313059807,179.2736291885376
7,1,12,435.63497826457024,162.59906738996506
7,1,16,398.0847370624542,171.43039852380753
7,1,20,350.98203644156456,205.93134462833405
8,0,4,610.653862953186,238.88397216796875
8,0,8,682.9501616954803,110.5904296040535
8,0,12,704.868905544281,90.72069078683853
8,0,16,743.1822344660759,97.11953550577164
8,0,20,785.0106990337372,134.19000804424286
8,1,4,518.0007189512253,274.5243489742279
8,1,8,466.35078459978104,178.87433767318726
8,1,12,436.64341881871223,162.84330487251282
8,1,16,398.93147602677345,170.62403410673141
8,1,20,352.08340734243393,206.7412555217743
9,0,4,609.543045759201,240.2804285287857
9,0,8,683.235946893692,110.69786697626114
9,0,12,704.5850151777267,90.93760997056961
9,0,16,743.2729077339172,96.92205935716629
9,0,20,785.2866756916046,134.6456989645958
9,1,4,517.725912630558,274.4688779115677
9,1,8,465.75859397649765,177.82082557678223
9,1,12,437.542767226696,162.3566448688507
9,1,16,400.12889817357063,170.29815465211868
9,1,20,355.1659919321537,207.37661719322205
10,0,4,610.0704777240753,239.85030353069305
10,0,8,683.1705752015114,110.89375764131546
10,0,12,704.6624803543091,90.80688059329987
