frame_index,hand_index,fingertip_id,x,y
0,0,4,986.9197416901588,215.81923365592957
0,0,8,1060.9866313934326,140.45133292675018
0,0,12,1116.2071103453636,131.11629784107208
0,0,16,1147.4014189839363,158.69227945804596
0,0,20,1165.2646016478539,190.6454473733902
1,0,4,984.1117869615555,214.37462866306305
1,0,8,1061.032339990139,141.58772826194763
1,0,12,1116.3869851827621,132.96585828065872
1,0,16,1147.6675592064857,158.38709473609924
1,0,20,1165.2552845478058,191.15561842918396
2,0,4,984.2763159871101,215.40131270885468
2,0,8,1061.1825097203255,142.13782846927643
2,0,12,1115.5214813947678,133.84318351745605
2,0,16,1148.5582739710808,159.4103679060936
2,0,20,1165.0361682772636,190.79310595989227
3,0,4,984.2628335952759,216.2913739681244
3,0,8,1059.0429747104645,142.12083667516708
3,0,12,1115.476759314537,134.60681289434433
3,0,16,1148.5507106781006,159.72600430250168
3,0,20,1163.9306121468544,191.78826808929443
4,0,4,984.1144176721573,214.98174369335175
4,0,8,1057.283796608448,145.38489878177643
4,0,12,1113.6859030723572,133.17089676856995
4,0,16,1148.4731047153473,159.0178668498993
4,0,20,1164.0579823851585,192.17650294303894
5,0,4,984.9586565494537,215.26206135749817
5,0,8,1057.812240600586,146.5031236410141
5,0,12,1113.221253812313,133.14932584762573
5,0,16,1148.672052204609,159.74022150039673
5,0,20,1164.650769174099,192.81774759292603
6,0,4,984.9299379587173,215.6227171421051
6,0,8,1058.2524461746216,145.79830318689346
6,0,12,1113.1603090167046,133.19746404886246
6,0,16,1148.631276190281,160.0782945752144
6,0,20,1164.6024298667908,193.20548176765442
7,0,4,983.3467982411385,215.12276828289032
7,0,8,1058.1593847870827,145.35889476537704
7,0,12,1112.878055691719,133.39349031448364
7,0,16,1148.5550951957703,160.34997552633286
7,0,20,1164.3519642949104,193.5230165719986
8,0,4,983.3504154682159,215.45688807964325
8,0,8,1058.200051188469,145.25847733020782
8,0,12,1112.9710074663162,133.33008140325546
8,0,16,1148.6806020140648,160.6903851032257
8,0,20,1164.3519642949104,193.96699368953705
9,0,4,983.6772812604904,215.81743955612183
9,0,8,1057.5310834050179,146.0775464773178
9,0,12,1113.437081694603,132.76395946741104
9,0,16,1147.503030180931,161.62673830986023
9,0,20,1163.8582676053047,194.70897912979126
10,0,4,983.3463597893715,215.11947214603424
10,0,8,1057.236224591732,145.95999121665955
10,0,12,1113.5321161150932,132.41190910339355
10,0,16,1147.9370974302292,161.45262718200684
10,0,20,1164.0838510394096,194.51830387115479
11,0,4,983.6748697757721,215.03750681877136
11,0,8,1057.246857047081,145.91598361730576
11,0,12,1113.001699090004,132.2514310479164
11,0,16,1148.021280169487,160.85679829120636
11,0,20,1164.0466922521591,194.31419372558594
12,0,4,983.9108664393425,214.91350531578064
12,0,8,1057.1626743078232,146.31566107273102
12,0,12,1112.9198182225227,133.03039371967316
12,0,16,1148.1905225515366,160.4688972234726
12,0,20,1163.7318838834763,194.01149153709412
13,0,4,983.7357049584389,215.638530254364
13,0,8,1057.1868987679482,147.51602858304977
13,0,12,1113.0810588598251,132.92085975408554
13,0,16,1147.446141064167,161.19140833616257
13,0,20,1164.2139616012573,194.2695915699005
14,0,4,983.499050617218,214.8036688566208
14,0,8,1056.9783053398132,147.27170765399933
14,0,12,1113.4191051721573,132.62471854686737
14,0,16,1147.1867968440056,161.567522585392
14,0,20,1164.1045678853989,194.86514925956726
15,0,4,983.6047174930573,215.20310640335083
15,0,8,1056.981812953949,146.81653827428818
15,0,12,1112.9771457910538,132.59808868169785
15,0,16,1147.5303238034248,160.75565069913864
15,0,20,1164.7648762464523,193.48369240760803
16,0,4,983.4946660995483,214.72917199134827
16,0,8,1056.7243321537971,146.65781259536743
16,0,12,1113.112079322338,132.38798081874847
16,0,16,1147.5479714870453,160.5788692831993
16,0,20,1164.825711429119,194.20746564865112
17,0,4,983.7211264371872,215.70908427238464
17,0,8,1057.5486214756966,146.3488832116127
17,0,12,1112.7331473827362,132.65495747327805
17,0,16,1148.0062631964684,159.95952934026718
17,0,20,1165.2063971757889,194.03604567050934
18,0,4,983.741185605526,215.1647835969925
18,0,8,1056.8673770427704,146.3595226407051
18,0,12,1112.9780226945877,132.2974517941475
18,0,16,1147.5995991826057,159.95993614196777
18,0,20,1164.3744349479675,194.224551320076
19,0,4,984.3138036131859,217.0459806919098
19,0,8,1057.0712571144104,146.97300046682358
19,0,12,1113.1607474684715,132.72207975387573
19,0,16,1147.8079733848572,160.05376130342484
19,0,20,1164.6871606707573,194.44307684898376
20,0,4,985.3436172008514,217.06709265708923
20,0,8,1056.9436676502228,145.48438787460327
20,0,12,1113.3844674825668,132.15032517910004
20,0,16,1147.8651913404465,160.1136028766632
20,0,20,1164.639698266983,194.66754794120789
21,0,4,986.2365242242813,219.96406316757202
21,0,8,1056.8087341189384,145.71323990821838
21,0,12,1113.43752014637,132.2543203830719
21,0,16,1147.3277590870857,160.32282412052155
21,0,20,1164.8738315105438,194.5779263973236
22,0,4,987.1273486018181,220.67919969558716
22,0,8,1056.44449031353,146.3081195950508
22,0,12,1113.389948129654,132.4013739824295
22,0,16,1147.8970887064934,159.75655615329742
22,0,20,1164.9312686920166,194.44914758205414
23,0,4,985.8330389857292,221.64348661899567
23,0,8,1056.5475264787674,146.37649357318878
23,0,12,1113.6123527884483,133.31823199987411
23,0,16,1147.9386320114136,160.05836129188538
23,0,20,1165.1320796012878,194.48283910751343
24,0,4,989.8207578063011,223.4759509563446
24,0,8,1056.500940978527,146.66755497455597
24,0,12,1113.654553771019,133.39757919311523
24,0,16,1148.0320222377777,160.01984030008316
24,0,20,1165.5470741987228,194.5034295320511
25,0,4,992.0218952894211,225.98126530647278
25,0,8,1057.0150256752968,147.39205837249756
25,0,12,1113.502520620823,133.0564185976982
25,0,16,1147.8923753499985,159.94112938642502
25,0,20,1165.1834880709648,195.151224732399
26,0,4,992.7389831542969,226.34651064872742
26,0,8,1058.5464280843735,147.09960967302322
26,0,12,1114.6867788434029,133.20896923542023
26,0,16,1147.7966832518578,160.55039316415787
26,0,20,1165.473962366581,194.4124311208725
27,0,4,992.9127196669579,224.50027763843536
27,0,8,1057.4816479682922,147.39517718553543
27,0,12,1113.8453899025917,132.89017230272293
27,0,16,1147.54512155056,160.3362277150154
27,0,20,1165.7359372973442,194.95812952518463
28,0,4,992.4025810360909,223.83316457271576
28,0,8,1058.2863165736198,146.55025005340576
28,0,12,1114.543185889721,132.6210156083107
28,0,16,1147.7449459433556,160.80408096313477
28,0,20,1165.9491344690323,195.21983861923218
29,0,4,991.1973867416382,218.3498740196228
29,0,8,1057.2046560645103,146.26257866621017
29,0,12,1114.3720800876617,133.11484158039093
29,0,16,1147.358669936657,159.95449125766754
29,0,20,1167.8308598399162,193.78739595413208
30,0,4,991.5741264224052,217.606782913208
30,0,8,1057.5274661779404,146.96301817893982
30,0,12,1112.8757538199425,132.64867812395096
30,0,16,1146.5306537747383,159.78432297706604
30,0,20,1169.7673916816711,196.55765295028687
31,0,4,992.1458675265312,217.39837527275085
31,0,8,1057.0024201869965,146.71740382909775
31,0,12,1112.6855753660202,133.17548632621765
