frame_index,hand_index,fingertip_id,x,y
0,0,4,992.4330163002014,208.6933821439743
0,0,8,948.6772292852402,118.24315190315247
0,0,12,930.1115015149117,107.48071223497391
0,0,16,886.94121748209,108.78285318613052
0,0,20,841.0174643993378,142.41084456443787
1,0,4,991.4432454109192,209.61323380470276
1,0,8,945.7519435882568,116.55726134777069
1,0,12,927.0506238937378,108.96517336368561
1,0,16,884.7328469157219,110.41977107524872
1,0,20,841.9811534881592,142.2454223036766
2,0,4,990.5936920642853,210.55494844913483
2,0,8,948.2841074466705,121.89600169658661
2,0,12,926.5546238422394,112.90210634469986
2,0,16,886.0567212104797,110.30882894992828
2,0,20,842.1505737304688,146.74609899520874
3,0,4,990.8276480436325,212.49764561653137
3,0,8,946.8093711137772,122.72323817014694
3,0,12,925.5758875608444,113.2032960653305
3,0,16,886.031419634819,112.62510567903519
3,0,20,842.1864083409309,146.73192352056503
4,0,4,990.0411814451218,212.7191960811615
4,0,8,946.4754348993301,123.53308647871017
4,0,12,925.6311163306236,114.1912505030632
4,0,16,885.6707885861397,114.27437365055084
4,0,20,842.2497737407684,148.1249064207077
5,0,4,990.9415608644485,213.57669234275818
5,0,8,945.9305036067963,125.68745613098145
5,0,12,925.4755729436874,113.86102139949799
5,0,16,884.9165898561478,115.46816974878311
5,0,20,842.2617000341415,149.01670962572098
6,0,4,989.8443418741226,214.82897400856018
6,0,8,947.3371374607086,126.89040005207062
6,0,12,927.017520070076,113.61571997404099
6,0,16,885.321860909462,115.58814495801926
6,0,20,842.0045602321625,148.945415019989
7,0,4,990.2788156270981,215.9652441740036
7,0,8,946.0914528369904,125.80873519182205
7,0,12,925.5989599227905,113.47584277391434
7,0,16,885.3813809156418,116.77463948726654
7,0,20,842.6493045687675,151.66815966367722
8,0,4,991.1408525705338,215.81910848617554
8,0,8,948.1349730491638,123.26488941907883
8,0,12,925.841052532196,116.11377447843552
8,0,16,884.9151408672333,118.12339574098587
8,0,20,841.9714564085007,151.1230766773224
9,0,4,992.3241192102432,215.64768850803375
9,0,8,946.6639149188995,123.47480952739716
9,0,12,926.4409339427948,114.22452479600906
9,0,16,884.7368037700653,117.92807877063751
9,0,20,842.7169054746628,151.75832360982895
10,0,4,992.3773974180222,215.41877388954163
10,0,8,946.2929737567902,122.97621667385101
10,0,12,925.5082309246063,114.8241400718689
10,0,16,884.9997952580452,118.2689368724823
10,0,20,843.6672192811966,152.78136730194092
11,0,4,991.8770503997803,215.49124717712402
11,0,8,946.5530115365982,122.63064384460449
11,0,12,925.1499962806702,113.9064684510231
11,0,16,885.0146195292473,117.37378537654877
11,0,20,843.2968354225159,152.68301516771317
12,0,4,992.1995061635971,216.1242514848709
12,0,8,946.5365153551102,122.17195928096771
12,0,12,926.625791490078,115.10467678308487
12,0,16,885.0518473982811,118.27963888645172
12,0,20,842.5150501728058,152.0029991865158
13,0,4,992.2708410024643,215.71651101112366
13,0,8,946.9480282068253,123.26644361019135
13,0,12,926.3969069719315,113.91076594591141
13,0,16,885.2057188749313,117.78427958488464
13,0,20,843.1334340572357,152.28014588356018
14,0,4,992.4023646116257,216.26091599464417
14,0,8,945.8094573020935,123.44267219305038
14,0,12,925.2273499965668,113.73973190784454
14,0,16,885.0062042474747,117.74173229932785
14,0,20,843.3215239644051,152.2885113954544
15,0,4,991.412370800972,216.7976438999176
15,0,8,944.5530724525452,123.91791045665741
15,0,12,926.0998642444611,115.21163433790207
15,0,16,885.0668388605118,118.03788393735886
15,0,20,842.934365272522,152.13560611009598
16,0,4,991.3569748401642,216.37479960918427
16,0,8,944.0634256601334,123.45032840967178
16,0,12,926.0457500815392,115.49784541130066
16,0,16,885.1712775230408,118.58314424753189
16,0,20,843.5069388151169,152.61913686990738
17,0,4,991.2928849458694,216.9077306985855
17,0,8,943.8712674379349,124.54888075590134
17,0,12,925.2096834778786,115.8918172121048
17,0,16,884.7302833199501,118.74576061964035
17,0,20,843.4121415019035,152.30330228805542
18,0,4,991.2552112340927,217.26031303405762
18,0,8,943.597519993782,126.75107568502426
18,0,12,925.1484915614128,116.52568727731705
18,0,16,884.5795884728432,118.79298090934753
18,0,20,843.491222858429,151.9666165113449
19,0,4,991.4320993423462,217.84671247005463
19,0,8,943.2691568136215,127.1637499332428
19,0,12,925.4648169875145,116.97468161582947
19,0,16,885.3904649615288,118.74254792928696
19,0,20,843.8732543587685,151.80970579385757
20,0,4,991.4864921569824,218.05464029312134
20,0,8,943.6164683103561,127.95393615961075
20,0,12,925.1077526807785,115.8983364701271
20,0,16,885.2486312389374,118.68149638175964
20,0,20,843.7636885046959,152.18249261379242
